Sample in Buffer,Sample in Window,TRIGGER,design_1_i/xlslice_bit0_Dout,design_1_i/xlslice_bit1_Dout,design_1_i/hier_0_test,design_1_i/hier_0_dout_mem,design_1_i/hier_0_dout_fifo,design_1_i/New_cdr_A_dout10b[9:0],design_1_i/dv_1[1:0],design_1_i/d_in_1[1:0],design_1_i/hier_0_address[13:0],design_1_i/address_counter_0_address[13:0],design_1_i/h_bert_Q[31:0]
400,400,0,0,0,1,0,1,1111111111,3,3,3211,0000,8602
401,401,0,0,0,1,1,0,1111111111,3,1,3212,0000,8603
402,402,0,0,0,1,0,1,1111111111,3,1,3213,0000,8604
403,403,0,0,0,1,1,1,1111111111,3,1,3214,0000,8605
404,404,0,0,0,1,1,0,1111111111,3,1,3215,0000,8606
405,405,0,0,0,1,0,1,1111111111,3,1,3216,0000,8606
406,406,0,0,0,1,1,0,1111111111,3,1,3217,0000,8607
407,407,0,0,0,1,0,0,1111111111,3,1,3218,0000,8608
408,408,0,0,0,1,0,1,1111111111,3,1,3219,0000,8609
409,409,0,0,0,1,1,0,1111111111,3,1,321a,0000,8609
410,410,0,0,0,1,0,1,1111111111,0,0,321b,0000,8610
411,411,0,0,0,1,1,0,1111111111,3,1,321c,0000,8611
412,412,0,0,0,1,0,0,1111111111,3,1,321d,0000,8612
413,413,0,0,0,1,0,1,1111111111,3,1,321e,0000,8613
414,414,0,0,0,1,1,0,1111111111,3,1,321f,0000,8613
415,415,0,0,0,1,0,1,1111111111,3,1,3220,0000,8614
416,416,0,0,0,1,1,0,1111111111,3,1,3221,0000,8615
417,417,0,0,0,1,0,1,1111111111,3,1,3222,0000,8616
418,418,0,0,0,1,1,1,1111111111,3,1,3223,0000,8617
419,419,0,0,0,1,1,0,1111111111,3,1,3224,0000,8618
420,420,0,0,0,1,0,1,1111111111,3,3,3225,0000,8618
421,421,0,0,0,1,1,0,1111111111,3,1,3226,0000,8619
422,422,0,0,0,1,0,0,1111111111,3,1,3227,0000,8620
423,423,0,0,0,1,0,1,1111111111,3,1,3228,0000,8621
424,424,0,0,0,1,1,0,1111111111,3,1,3229,0000,8621
425,425,0,0,0,1,0,1,1111111111,3,1,322a,0000,8622
426,426,0,0,0,1,1,0,1111111111,3,1,322b,0000,8623
427,427,0,0,0,1,0,1,1111111111,3,1,322c,0000,8624
428,428,0,0,0,1,1,1,1111111111,3,1,322d,0000,8625
429,429,0,0,0,1,1,0,1111111111,3,1,322e,0000,8626
430,430,0,0,0,1,0,1,1111111111,0,0,322f,0000,8626
431,431,0,0,0,1,1,0,1111111111,3,1,3230,0000,8627
432,432,0,0,0,1,0,1,1111111111,3,1,3231,0000,8628
433,433,0,0,0,1,1,0,1111111111,3,1,3232,0000,8629
434,434,0,0,0,1,0,1,1111111111,3,1,3233,0000,8630
435,435,0,0,0,1,1,1,1111111111,3,1,3234,0000,8631
436,436,0,0,0,1,1,1,1111111111,3,1,3235,0000,8632
437,437,0,0,0,1,1,1,1111111111,3,1,3236,0000,8632
438,438,0,0,0,1,1,0,1111111111,3,1,3237,0000,8632
439,439,0,0,0,1,0,0,1111111111,3,1,3238,0000,8632
440,440,0,0,0,1,0,1,1111111111,3,3,3239,0000,8633
441,441,0,0,0,1,1,0,1111111111,3,1,323a,0000,8633
442,442,0,0,0,1,0,1,1111111111,3,1,323b,0000,8634
443,443,0,0,0,1,1,1,1111111111,3,1,323c,0000,8635
444,444,0,0,0,1,1,0,1111111111,3,1,323d,0000,8636
445,445,0,0,0,1,0,1,1111111111,3,1,323e,0000,8636
446,446,0,0,0,1,1,0,1111111111,3,1,323f,0000,8637
447,447,0,0,0,1,0,1,1111111111,3,1,3240,0000,8638
448,448,0,0,0,1,1,0,1111111111,3,1,3241,0000,8639
449,449,0,0,0,1,0,0,1111111111,3,1,3242,0000,8640
450,450,0,0,0,1,0,1,1111111111,0,0,3243,0000,8641
451,451,0,0,0,1,1,0,1111111111,3,1,3244,0000,8641
452,452,0,0,0,1,0,1,1111111111,3,1,3245,0000,8642
453,453,0,0,0,1,1,1,1111111111,3,1,3246,0000,8643
454,454,0,0,0,1,1,0,1111111111,3,1,3247,0000,8644
455,455,0,0,0,1,0,1,1111111111,3,1,3248,0000,8644
456,456,0,0,0,1,1,0,1111111111,3,1,3249,0000,8645
457,457,0,0,0,1,0,0,1111111111,3,1,324a,0000,8646
458,458,0,0,0,1,0,1,1111111111,3,1,324b,0000,8647
459,459,0,0,0,1,1,1,1111111111,3,1,324c,0000,8647
460,460,0,0,0,1,1,1,1111111111,3,3,324d,0000,8648
461,461,0,0,0,1,1,1,1111111111,3,1,324e,0000,8648
462,462,0,0,0,1,1,1,1111111111,3,1,324f,0000,8648
463,463,0,0,0,1,1,0,1111111111,3,1,3250,0000,8648
464,464,0,0,0,1,0,0,1111111111,3,1,3251,0000,8648
465,465,0,0,0,1,0,1,1111111111,3,1,3252,0000,8649
466,466,0,0,0,1,1,0,1111111111,3,1,3253,0000,8649
467,467,0,0,0,1,0,1,1111111111,3,1,3254,0000,8650
468,468,0,0,0,1,1,0,1111111111,3,1,3255,0000,8651
469,469,0,0,0,1,0,0,1111111111,3,1,3256,0000,8652
470,470,0,0,0,1,0,1,1111111111,0,0,3257,0000,8653
471,471,0,0,0,1,1,0,1111111111,3,1,3258,0000,8653
472,472,0,0,0,1,0,0,1111111111,3,1,3259,0000,8654
473,473,0,0,0,1,0,1,1111111111,3,1,325a,0000,8655
474,474,0,0,0,1,1,0,1111111111,3,1,325b,0000,8655
475,475,0,0,0,1,0,1,1111111111,3,1,325c,0000,8656
476,476,0,0,0,1,1,0,1111111111,3,1,325d,0000,8657
477,477,0,0,0,1,0,1,1111111111,3,1,325e,0000,8658
478,478,0,0,0,1,1,0,1111111111,3,1,325f,0000,8659
479,479,0,0,0,1,0,0,1111111111,3,1,3260,0000,8660
480,480,0,0,0,1,0,1,1111111111,3,3,3261,0000,8661
481,481,0,0,0,1,1,0,1111111111,3,1,3262,0000,8661
482,482,0,0,0,1,0,1,1111111111,3,1,3263,0000,8662
483,483,0,0,0,1,1,1,1111111111,3,1,3264,0000,8663
484,484,0,0,0,1,1,0,1111111111,3,1,3265,0000,8664
485,485,0,0,0,1,0,1,1111111111,3,1,3266,0000,8664
486,486,0,0,0,1,1,0,1111111111,3,1,3267,0000,8665
487,487,0,0,0,1,0,0,1111111111,3,1,3268,0000,8666
488,488,0,0,0,1,0,1,1111111111,3,1,3269,0000,8667
489,489,0,0,0,1,1,1,1111111111,3,1,326a,0000,8667
490,490,0,0,0,1,1,1,1111111111,0,0,326b,0000,8668
491,491,0,0,0,1,1,1,1111111111,3,1,326c,0000,8668
492,492,0,0,0,1,1,1,1111111111,3,1,326d,0000,8668
493,493,0,0,0,1,1,0,1111111111,3,1,326e,0000,8668
494,494,0,0,0,1,0,0,1111111111,3,1,326f,0000,8668
495,495,0,0,0,1,0,1,1111111111,3,1,3270,0000,8669
496,496,0,0,0,1,1,0,1111111111,3,1,3271,0000,8669
497,497,0,0,0,1,0,1,1111111111,3,1,3272,0000,8670
498,498,0,0,0,1,1,1,1111111111,3,1,3273,0000,8671
499,499,0,0,0,1,1,0,1111111111,3,1,3274,0000,8672
500,500,0,0,0,1,0,1,1111111111,3,3,3275,0000,8672
501,501,0,0,0,1,1,0,1111111111,3,1,3276,0000,8673
502,502,0,0,0,1,0,0,1111111111,3,1,3277,0000,8674
503,503,0,0,0,1,0,1,1111111111,3,1,3278,0000,8675
504,504,0,0,0,1,1,0,1111111111,3,1,3279,0000,8675
505,505,0,0,0,1,0,1,1111111111,3,1,327a,0000,8676
506,506,0,0,0,1,1,0,1111111111,3,1,327b,0000,8677
507,507,0,0,0,1,0,1,1111111111,3,1,327c,0000,8678
508,508,0,0,0,1,1,0,1111111111,3,1,327d,0000,8679
509,509,0,0,0,1,0,0,1111111111,3,1,327e,0000,8680
510,510,0,0,0,1,0,1,1111111111,0,0,327f,0000,8681
511,511,0,0,0,1,1,0,1111111111,3,1,3280,0000,8681
512,512,0,0,0,1,0,1,1111111111,3,1,3281,0000,8682
513,513,0,0,0,1,1,1,1111111111,3,1,3282,0000,8683
514,514,0,0,0,1,1,0,1111111111,3,1,3283,0000,8684
515,515,0,0,0,1,0,1,1111111111,3,1,3284,0000,8684
516,516,0,0,0,1,1,0,1111111111,3,1,3285,0000,8685
517,517,0,0,0,1,0,0,1111111111,3,1,3286,0000,8686
518,518,0,0,0,1,0,1,1111111111,3,1,3287,0000,8687
519,519,0,0,0,1,1,1,1111111111,3,1,3288,0000,8687
520,520,0,0,0,1,1,1,1111111111,3,3,3289,0000,8688
521,521,0,0,0,1,1,1,1111111111,3,1,328a,0000,8688
522,522,0,0,0,1,1,1,1111111111,3,1,328b,0000,8688
523,523,0,0,0,1,1,0,1111111111,3,1,328c,0000,8688
524,524,0,0,0,1,0,0,1111111111,3,1,328d,0000,8688
525,525,0,0,0,1,0,1,1111111111,3,1,328e,0000,8689
526,526,0,0,0,1,1,0,1111111111,3,1,328f,0000,8689
527,527,0,0,0,1,0,1,1111111111,3,1,3290,0000,8690
528,528,0,0,0,1,1,0,1111111111,3,1,3291,0000,8691
529,529,0,0,0,1,0,0,1111111111,3,1,3292,0000,8692
530,530,0,0,0,1,0,1,1111111111,0,0,3293,0000,8693
531,531,0,0,0,1,1,0,1111111111,3,1,3294,0000,8693
532,532,0,0,0,1,0,0,1111111111,3,1,3295,0000,8694
533,533,0,0,0,1,0,1,1111111111,3,1,3296,0000,8695
534,534,0,0,0,1,1,1,1111111111,3,1,3297,0000,8695
535,535,0,0,0,1,1,1,1111111111,3,1,3298,0000,8696
536,536,0,0,0,1,1,1,1111111111,3,1,3299,0000,8696
537,537,0,0,0,1,1,1,1111111111,3,1,329a,0000,8696
538,538,0,0,0,1,1,0,1111111111,3,1,329b,0000,8696
539,539,0,0,0,1,0,0,1111111111,3,1,329c,0000,8696
540,540,0,0,0,1,0,1,1111111111,3,3,329d,0000,8697
541,541,0,0,0,1,1,0,1111111111,3,1,329e,0000,8697
542,542,0,0,0,1,0,1,1111111111,3,1,329f,0000,8698
543,543,0,0,0,1,1,1,1111111111,3,1,32a0,0000,8699
544,544,0,0,0,1,1,0,1111111111,3,1,32a1,0000,8700
545,545,0,0,0,1,0,1,1111111111,3,1,32a2,0000,8700
546,546,0,0,0,1,1,0,1111111111,3,1,32a3,0000,8701
547,547,0,0,0,1,0,0,1111111111,3,1,32a4,0000,8702
548,548,0,0,0,1,0,1,1111111111,3,1,32a5,0000,8703
549,549,0,0,0,1,1,0,1111111111,3,1,32a6,0000,8703
550,550,0,0,0,1,0,1,1111111111,0,0,32a7,0000,8704
551,551,0,0,0,1,1,0,1111111111,3,1,32a8,0000,8705
552,552,0,0,0,1,0,0,1111111111,3,1,32a9,0000,8706
553,553,0,0,0,1,0,1,1111111111,3,1,32aa,0000,8707
554,554,0,0,0,1,1,0,1111111111,3,1,32ab,0000,8707
555,555,0,0,0,1,0,1,1111111111,3,1,32ac,0000,8708
556,556,0,0,0,1,1,0,1111111111,3,1,32ad,0000,8709
557,557,0,0,0,1,0,1,1111111111,3,1,32ae,0000,8710
558,558,0,0,0,1,1,1,1111111111,3,1,32af,0000,8711
559,559,0,0,0,1,1,0,1111111111,3,1,32b0,0000,8712
560,560,0,0,0,1,0,1,1111111111,3,3,32b1,0000,8712
561,561,0,0,0,1,1,0,1111111111,3,1,32b2,0000,8713
562,562,0,0,0,1,0,0,1111111111,3,1,32b3,0000,8714
563,563,0,0,0,1,0,1,1111111111,3,1,32b4,0000,8715
564,564,0,0,0,1,1,0,1111111111,3,1,32b5,0000,8715
565,565,0,0,0,1,0,1,1111111111,3,1,32b6,0000,8716
566,566,0,0,0,1,1,0,1111111111,3,1,32b7,0000,8717
567,567,0,0,0,1,0,1,1111111111,3,1,32b8,0000,8718
568,568,0,0,0,1,1,0,1111111111,3,1,32b9,0000,8719
569,569,0,0,0,1,0,0,1111111111,3,1,32ba,0000,8720
570,570,0,0,0,1,0,1,1111111111,0,0,32bb,0000,8721
571,571,0,0,0,1,1,0,1111111111,3,1,32bc,0000,8721
572,572,0,0,0,1,0,1,1111111111,3,1,32bd,0000,8722
573,573,0,0,0,1,1,1,1111111111,3,1,32be,0000,8723
574,574,0,0,0,1,1,0,1111111111,3,1,32bf,0000,8724
575,575,0,0,0,1,0,1,1111111111,3,1,32c0,0000,8724
576,576,0,0,0,1,1,0,1111111111,3,1,32c1,0000,8725
577,577,0,0,0,1,0,0,1111111111,3,1,32c2,0000,8726
578,578,0,0,0,1,0,1,1111111111,3,1,32c3,0000,8727
579,579,0,0,0,1,1,1,1111111111,3,1,32c4,0000,8727
580,580,0,0,0,1,1,1,1111111111,3,3,32c5,0000,8728
581,581,0,0,0,1,1,1,1111111111,3,1,32c6,0000,8728
582,582,0,0,0,1,1,1,1111111111,3,1,32c7,0000,8728
583,583,0,0,0,1,1,0,1111111111,3,1,32c8,0000,8728
584,584,0,0,0,1,0,0,1111111111,3,1,32c9,0000,8728
585,585,0,0,0,1,0,1,1111111111,3,1,32ca,0000,8729
586,586,0,0,0,1,1,0,1111111111,3,1,32cb,0000,8729
587,587,0,0,0,1,0,1,1111111111,3,1,32cc,0000,8730
588,588,0,0,0,1,1,0,1111111111,3,1,32cd,0000,8731
589,589,0,0,0,1,0,1,1111111111,3,1,32ce,0000,8732
590,590,0,0,0,1,1,1,1111111111,0,0,32cf,0000,8733
591,591,0,0,0,1,1,1,1111111111,3,1,32d0,0000,8734
592,592,0,0,0,1,1,1,1111111111,3,1,32d1,0000,8734
593,593,0,0,0,1,1,0,1111111111,3,1,32d2,0000,8734
594,594,0,0,0,1,0,0,1111111111,3,1,32d3,0000,8734
595,595,0,0,0,1,0,1,1111111111,3,1,32d4,0000,8735
596,596,0,0,0,1,1,0,1111111111,3,1,32d5,0000,8735
597,597,0,0,0,1,0,1,1111111111,3,1,32d6,0000,8736
598,598,0,0,0,1,1,0,1111111111,3,1,32d7,0000,8737
599,599,0,0,0,1,0,0,1111111111,3,1,32d8,0000,8738
600,600,0,0,0,1,0,1,1111111111,3,3,32d9,0000,8739
601,601,0,0,0,1,1,0,1111111111,3,1,32da,0000,8739
602,602,0,0,0,1,0,1,1111111111,3,1,32db,0000,8740
603,603,0,0,0,1,1,1,1111111111,3,1,32dc,0000,8741
604,604,0,0,0,1,1,0,1111111111,3,1,32dd,0000,8742
605,605,0,0,0,1,0,1,1111111111,3,1,32de,0000,8742
606,606,0,0,0,1,1,0,1111111111,3,1,32df,0000,8743
607,607,0,0,0,1,0,0,1111111111,3,1,32e0,0000,8744
608,608,0,0,0,1,0,1,1111111111,3,1,32e1,0000,8745
609,609,0,0,0,1,1,0,1111111111,3,1,32e2,0000,8745
610,610,0,0,0,1,0,1,1111111111,0,0,32e3,0000,8746
611,611,0,0,0,1,1,0,1111111111,3,1,32e4,0000,8747
612,612,0,0,0,1,0,1,1111111111,3,1,32e5,0000,8748
613,613,0,0,0,1,1,0,1111111111,3,1,32e6,0000,8749
614,614,0,0,0,1,0,0,1111111111,3,1,32e7,0000,8750
615,615,0,0,0,1,0,1,1111111111,3,1,32e8,0000,8751
616,616,0,0,0,1,1,0,1111111111,3,1,32e9,0000,8751
617,617,0,0,0,1,0,1,1111111111,3,1,32ea,0000,8752
618,618,0,0,0,1,1,0,1111111111,3,1,32eb,0000,8753
619,619,0,0,0,1,0,0,1111111111,3,1,32ec,0000,8754
620,620,0,0,0,1,0,1,1111111111,3,3,32ed,0000,8755
621,621,0,0,0,1,1,0,1111111111,3,1,32ee,0000,8755
622,622,0,0,0,1,0,1,1111111111,3,1,32ef,0000,8756
623,623,0,0,0,1,1,1,1111111111,3,1,32f0,0000,8757
624,624,0,0,0,1,1,0,1111111111,3,1,32f1,0000,8758
625,625,0,0,0,1,0,1,1111111111,3,1,32f2,0000,8758
626,626,0,0,0,1,1,0,1111111111,3,1,32f3,0000,8759
627,627,0,0,0,1,0,1,1111111111,3,1,32f4,0000,8760
628,628,0,0,0,1,1,0,1111111111,3,1,32f5,0000,8761
629,629,0,0,0,1,0,0,1111111111,3,1,32f6,0000,8762
630,630,0,0,0,1,0,1,1111111111,0,0,32f7,0000,8763
631,631,0,0,0,1,1,0,1111111111,3,1,32f8,0000,8763
632,632,0,0,0,1,0,1,1111111111,3,1,32f9,0000,8764
633,633,0,0,0,1,1,1,1111111111,3,1,32fa,0000,8765
634,634,0,0,0,1,1,0,1111111111,3,1,32fb,0000,8766
635,635,0,0,0,1,0,1,1111111111,3,1,32fc,0000,8766
636,636,0,0,0,1,1,0,1111111111,3,1,32fd,0000,8767
637,637,0,0,0,1,0,0,1111111111,3,1,32fe,0000,8768
638,638,0,0,0,1,0,1,1111111111,3,1,32ff,0000,8769
639,639,0,0,0,1,1,1,1111111111,3,1,3300,0000,8769
640,640,0,0,0,1,1,1,1111111111,3,3,3301,0000,8770
641,641,0,0,0,1,1,1,1111111111,3,1,3302,0000,8770
642,642,0,0,0,1,1,1,1111111111,3,1,3303,0000,8770
643,643,0,0,0,1,1,0,1111111111,3,1,3304,0000,8770
644,644,0,0,0,1,0,0,1111111111,3,1,3305,0000,8770
645,645,0,0,0,1,0,1,1111111111,3,1,3306,0000,8771
646,646,0,0,0,1,1,0,1111111111,3,1,3307,0000,8771
647,647,0,0,0,1,0,0,1111111111,3,1,3308,0000,8772
648,648,0,0,0,1,0,1,1111111111,3,1,3309,0000,8773
649,649,0,0,0,1,1,0,1111111111,3,1,330a,0000,8773
650,650,0,0,0,1,0,1,1111111111,0,0,330b,0000,8774
651,651,0,0,0,1,1,0,1111111111,3,1,330c,0000,8775
652,652,0,0,0,1,0,1,1111111111,3,1,330d,0000,8776
653,653,0,0,0,1,1,1,1111111111,3,1,330e,0000,8777
654,654,0,0,0,1,1,0,1111111111,3,1,330f,0000,8778
655,655,0,0,0,1,0,1,1111111111,3,1,3310,0000,8778
656,656,0,0,0,1,1,0,1111111111,3,1,3311,0000,8779
657,657,0,0,0,1,0,1,1111111111,3,1,3312,0000,8780
658,658,0,0,0,1,1,0,1111111111,3,1,3313,0000,8781
659,659,0,0,0,1,0,1,1111111111,3,1,3314,0000,8782
660,660,0,0,0,1,1,1,1111111111,3,3,3315,0000,8783
661,661,0,0,0,1,1,1,1111111111,3,1,3316,0000,8784
662,662,0,0,0,1,1,1,1111111111,3,1,3317,0000,8784
663,663,0,0,0,1,1,0,1111111111,3,1,3318,0000,8784
664,664,0,0,0,1,0,0,1111111111,3,1,3319,0000,8784
665,665,0,0,0,1,0,1,1111111111,3,1,331a,0000,8785
666,666,0,0,0,1,1,0,1111111111,3,1,331b,0000,8785
667,667,0,0,0,1,0,0,1111111111,3,1,331c,0000,8786
668,668,0,0,0,1,0,1,1111111111,3,1,331d,0000,8787
669,669,0,0,0,1,1,1,1111111111,3,1,331e,0000,8787
670,670,0,0,0,1,1,1,1111111111,0,0,331f,0000,8788
671,671,0,0,0,1,1,1,1111111111,3,1,3320,0000,8788
672,672,0,0,0,1,1,1,1111111111,3,1,3321,0000,8788
673,673,0,0,0,1,1,0,1111111111,3,1,3322,0000,8788
674,674,0,0,0,1,0,1,1111111111,3,1,3323,0000,8788
675,675,0,0,0,1,1,1,1111111111,3,1,3324,0000,8789
676,676,0,0,0,1,1,1,1111111111,3,1,3325,0000,8790
677,677,0,0,0,1,1,1,1111111111,3,1,3326,0000,8790
678,678,0,0,0,1,1,0,1111111111,3,1,3327,0000,8790
679,679,0,0,0,1,0,0,1111111111,3,1,3328,0000,8790
680,680,0,0,0,1,0,1,1111111111,3,3,3329,0000,8791
681,681,0,0,0,1,1,0,1111111111,3,1,332a,0000,8791
682,682,0,0,0,1,0,0,1111111111,3,1,332b,0000,8792
683,683,0,0,0,1,0,1,1111111111,3,1,332c,0000,8793
684,684,0,0,0,1,1,0,1111111111,3,1,332d,0000,8793
685,685,0,0,0,1,0,1,1111111111,3,1,332e,0000,8794
686,686,0,0,0,1,1,0,1111111111,3,1,332f,0000,8795
687,687,0,0,0,1,0,1,1111111111,3,1,3330,0000,8796
688,688,0,0,0,1,1,0,1111111111,3,1,3331,0000,8797
689,689,0,0,0,1,0,0,1111111111,3,1,3332,0000,8798
690,690,0,0,0,1,0,1,1111111111,0,0,3333,0000,8799
691,691,0,0,0,1,1,0,1111111111,3,1,3334,0000,8799
692,692,0,0,0,1,0,1,1111111111,3,1,3335,0000,8800
693,693,0,0,0,1,1,1,1111111111,3,1,3336,0000,8801
694,694,0,0,0,1,1,0,1111111111,3,1,3337,0000,8802
695,695,0,0,0,1,0,1,1111111111,3,1,3338,0000,8802
696,696,0,0,0,1,1,0,1111111111,3,1,3339,0000,8803
697,697,0,0,0,1,0,0,1111111111,3,1,333a,0000,8804
698,698,0,0,0,1,0,1,1111111111,3,1,333b,0000,8805
699,699,0,0,0,1,1,1,1111111111,3,1,333c,0000,8805
700,700,0,0,0,1,1,1,1111111111,3,3,333d,0000,8806
701,701,0,0,0,1,1,1,1111111111,3,1,333e,0000,8806
702,702,0,0,0,1,1,1,1111111111,3,1,333f,0000,8806
703,703,0,0,0,1,1,0,1111111111,3,1,3340,0000,8806
704,704,0,0,0,1,0,0,1111111111,3,1,3341,0000,8806
705,705,0,0,0,1,0,1,1111111111,3,1,3342,0000,8807
706,706,0,0,0,1,1,0,1111111111,3,1,3343,0000,8807
707,707,0,0,0,1,0,0,1111111111,3,1,3344,0000,8808
708,708,0,0,0,1,0,1,1111111111,3,1,3345,0000,8809
709,709,0,0,0,1,1,0,1111111111,3,1,3346,0000,8809
710,710,0,0,0,1,0,1,1111111111,0,0,3347,0000,8810
711,711,0,0,0,1,1,0,1111111111,3,1,3348,0000,8811
712,712,0,0,0,1,0,1,1111111111,3,1,3349,0000,8812
713,713,0,0,0,1,1,0,1111111111,3,1,334a,0000,8813
714,714,0,0,0,1,0,0,1111111111,3,1,334b,0000,8814
715,715,0,0,0,1,0,1,1111111111,3,1,334c,0000,8815
716,716,0,0,0,1,1,0,1111111111,3,1,334d,0000,8815
717,717,0,0,0,1,0,1,1111111111,3,1,334e,0000,8816
718,718,0,0,0,1,1,0,1111111111,3,1,334f,0000,8817
719,719,0,0,0,1,0,0,1111111111,3,1,3350,0000,8818
720,720,0,0,0,1,0,1,1111111111,3,3,3351,0000,8819
721,721,0,0,0,1,1,0,1111111111,3,1,3352,0000,8819
722,722,0,0,0,1,0,1,1111111111,3,1,3353,0000,8820
723,723,0,0,0,1,1,1,1111111111,3,1,3354,0000,8821
724,724,0,0,0,1,1,0,1111111111,3,1,3355,0000,8822
725,725,0,0,0,1,0,1,1111111111,3,1,3356,0000,8822
726,726,0,0,0,1,1,0,1111111111,3,1,3357,0000,8823
727,727,0,0,0,1,0,0,1111111111,3,1,3358,0000,8824
728,728,0,0,0,1,0,1,1111111111,3,1,3359,0000,8825
729,729,0,0,0,1,1,1,1111111111,3,1,335a,0000,8825
730,730,0,0,0,1,1,1,1111111111,0,0,335b,0000,8826
731,731,0,0,0,1,1,1,1111111111,3,1,335c,0000,8826
732,732,0,0,0,1,1,1,1111111111,3,1,335d,0000,8826
733,733,0,0,0,1,1,0,1111111111,3,1,335e,0000,8826
734,734,0,0,0,1,0,0,1111111111,3,1,335f,0000,8826
735,735,0,0,0,1,0,1,1111111111,3,1,3360,0000,8827
736,736,0,0,0,1,1,0,1111111111,3,1,3361,0000,8827
737,737,0,0,0,1,0,1,1111111111,3,1,3362,0000,8828
738,738,0,0,0,1,1,0,1111111111,3,1,3363,0000,8829
739,739,0,0,0,1,0,0,1111111111,3,1,3364,0000,8830
740,740,0,0,0,1,0,1,1111111111,3,3,3365,0000,8831
741,741,0,0,0,1,1,0,1111111111,3,1,3366,0000,8831
742,742,0,0,0,1,0,1,1111111111,3,1,3367,0000,8832
743,743,0,0,0,1,1,1,1111111111,3,1,3368,0000,8833
744,744,0,0,0,1,1,0,1111111111,3,1,3369,0000,8834
745,745,0,0,0,1,0,1,1111111111,3,1,336a,0000,8834
746,746,0,0,0,1,1,0,1111111111,3,1,336b,0000,8835
747,747,0,0,0,1,0,1,1111111111,3,1,336c,0000,8836
748,748,0,0,0,1,1,0,1111111111,3,1,336d,0000,8837
749,749,0,0,0,1,0,0,1111111111,3,1,336e,0000,8838
750,750,0,0,0,1,0,1,1111111111,0,0,336f,0000,8839
751,751,0,0,0,1,1,0,1111111111,3,1,3370,0000,8839
752,752,0,0,0,1,0,1,1111111111,3,1,3371,0000,8840
753,753,0,0,0,1,1,1,1111111111,3,1,3372,0000,8841
754,754,0,0,0,1,1,0,1111111111,3,1,3373,0000,8842
755,755,0,0,0,1,0,1,1111111111,3,1,3374,0000,8842
756,756,0,0,0,1,1,0,1111111111,3,1,3375,0000,8843
757,757,0,0,0,1,0,0,1111111111,3,1,3376,0000,8844
758,758,0,0,0,1,0,1,1111111111,3,1,3377,0000,8845
759,759,0,0,0,1,1,1,1111111111,3,1,3378,0000,8845
760,760,0,0,0,1,1,1,1111111111,3,3,3379,0000,8846
761,761,0,0,0,1,1,1,1111111111,3,1,337a,0000,8846
762,762,0,0,0,1,1,1,1111111111,3,1,337b,0000,8846
763,763,0,0,0,1,1,0,1111111111,3,1,337c,0000,8846
764,764,0,0,0,1,0,0,1111111111,3,1,337d,0000,8846
765,765,0,0,0,1,0,1,1111111111,3,1,337e,0000,8847
766,766,0,0,0,1,1,0,1111111111,3,1,337f,0000,8847
767,767,0,0,0,1,0,0,1111111111,3,1,3380,0000,8848
768,768,0,0,0,1,0,1,1111111111,3,1,3381,0000,8849
769,769,0,0,0,1,1,0,1111111111,3,1,3382,0000,8849
770,770,0,0,0,1,0,1,1111111111,0,0,3383,0000,8850
771,771,0,0,0,1,1,0,1111111111,3,1,3384,0000,8851
772,772,0,0,0,1,0,0,1111111111,3,1,3385,0000,8852
773,773,0,0,0,1,0,1,1111111111,3,1,3386,0000,8853
774,774,0,0,0,1,1,0,1111111111,3,1,3387,0000,8853
775,775,0,0,0,1,0,1,1111111111,3,1,3388,0000,8854
776,776,0,0,0,1,1,0,1111111111,3,1,3389,0000,8855
777,777,0,0,0,1,0,1,1111111111,3,1,338a,0000,8856
778,778,0,0,0,1,1,0,1111111111,3,1,338b,0000,8857
779,779,0,0,0,1,0,0,1111111111,3,1,338c,0000,8858
780,780,0,0,0,1,0,1,1111111111,3,3,338d,0000,8859
781,781,0,0,0,1,1,0,1111111111,3,1,338e,0000,8859
782,782,0,0,0,1,0,1,1111111111,3,1,338f,0000,8860
783,783,0,0,0,1,1,1,1111111111,3,1,3390,0000,8861
784,784,0,0,0,1,1,0,1111111111,3,1,3391,0000,8862
785,785,0,0,0,1,0,1,1111111111,3,1,3392,0000,8862
786,786,0,0,0,1,1,0,1111111111,3,1,3393,0000,8863
787,787,0,0,0,1,0,0,1111111111,3,1,3394,0000,8864
788,788,0,0,0,1,0,1,1111111111,3,1,3395,0000,8865
789,789,0,0,0,1,1,0,1111111111,3,1,3396,0000,8865
790,790,0,0,0,1,0,1,1111111111,0,0,3397,0000,8866
791,791,0,0,0,1,1,0,1111111111,3,1,3398,0000,8867
792,792,0,0,0,1,0,1,1111111111,3,1,3399,0000,8868
793,793,0,0,0,1,1,0,1111111111,3,1,339a,0000,8869
794,794,0,0,0,1,0,1,1111111111,3,1,339b,0000,8870
795,795,0,0,0,1,1,1,1111111111,3,1,339c,0000,8871
796,796,0,0,0,1,1,1,1111111111,3,1,339d,0000,8872
797,797,0,0,0,1,1,1,1111111111,3,1,339e,0000,8872
798,798,0,0,0,1,1,0,1111111111,3,1,339f,0000,8872
799,799,0,0,0,1,0,0,1111111111,3,1,33a0,0000,8872
800,800,0,0,0,1,0,1,1111111111,3,3,33a1,0000,8873
801,801,0,0,0,1,1,0,1111111111,3,1,33a2,0000,8873
